k8,k16,b4,e11,l1,b5,b2b,d2,j2,survey_year,firm_age,log_size,log_sales,survey_year_cat,target_formal_credit,target_applied_credit,k82a,k162a,k162b
no,no,no,no,130.0,1980.0,0.0,15281253.0,0.0,2013,33.0,4.875197323201151,16.542137406398076,2013,0.0,0.0,,,
yes,no,,no,2500.0,1951.0,35.0,300000000.0,10.0,2013,62.0,7.824445930877619,19.519293035953808,2013,1.0,0.0,,,
no,no,no,no,430.0,1964.0,0.0,,0.0,2013,49.0,6.066108090103747,,2013,0.0,0.0,,,
yes,no,no,no,60.0,1973.0,0.0,3000000.0,10.0,2013,40.0,4.110873864173311,14.914123179965662,2013,1.0,0.0,,,
no,no,no,no,100.0,2007.0,0.0,2000000.0,15.0,2013,6.0,4.61512051684126,14.508658238524095,2013,0.0,0.0,,,
no,no,no,no,,1977.0,0.0,,0.0,2013,36.0,,,2013,0.0,0.0,,,
yes,yes,no,no,10.0,1985.0,0.0,5500000.0,,2013,28.0,2.3978952727983707,15.520258832020865,2013,1.0,1.0,,,
no,no,no,yes,85.0,1993.0,0.0,25000000.0,0.0,2013,20.0,4.454347296253507,17.034386422832473,2013,0.0,0.0,,,
no,no,no,no,23.0,1975.0,0.0,,0.0,2013,38.0,3.1780538303479458,,2013,0.0,0.0,,,
no,no,no,no,23.0,,100.0,3000000.0,0.0,2013,,3.1780538303479458,14.914123179965662,2013,0.0,0.0,,,
yes,yes,,no,200.0,1978.0,0.0,76204544.0,0.0,2013,35.0,5.303304908059076,18.148931664547433,2013,1.0,1.0,,,
no,no,no,no,34.0,1984.0,0.0,23800090.0,,2013,29.0,3.5553480614894135,16.985199962163804,2013,0.0,0.0,,,
no,no,no,yes,30.0,1964.0,0.0,30000000.0,3.0,2013,49.0,3.4339872044851463,17.216707972959764,2013,0.0,0.0,,,
yes,no,no,no,33.0,1991.0,0.0,15000000.0,10.0,2013,22.0,3.5263605246161616,16.52356082573315,2013,1.0,0.0,,,
,,no,no,25.0,2000.0,0.0,3000000.0,7.0,2013,13.0,3.258096538021482,14.914123179965662,2013,,,,,
yes,no,no,yes,600.0,1991.0,0.0,2000000.0,10.0,2013,22.0,6.398594934535208,14.508658238524095,2013,1.0,0.0,,,
no,no,,yes,8.0,2008.0,0.0,500000.0,0.0,2013,5.0,2.1972245773362196,13.122365377402328,2013,0.0,0.0,,,
no,no,no,yes,12.0,1991.0,0.0,,0.0,2013,22.0,2.5649493574615367,,2013,0.0,0.0,,,
no,no,no,,7.0,1975.0,0.0,9445057.0,0.0,2013,38.0,2.0794415416798357,16.06100219971414,2013,0.0,0.0,,,
no,no,no,no,6.0,1988.0,0.0,2000000.0,0.0,2013,25.0,1.9459101490553132,14.508658238524095,2013,0.0,0.0,,,
no,no,no,,15.0,1996.0,0.0,150000.0,0.0,2013,17.0,2.772588722239781,11.918397239722838,2013,0.0,0.0,,,
no,no,,no,4.0,1980.0,0.0,,0.0,2013,33.0,1.6094379124341003,,2013,0.0,0.0,,,
no,no,no,no,10.0,1989.0,0.0,2000000.0,0.0,2013,24.0,2.3978952727983707,14.508658238524095,2013,0.0,0.0,,,
no,no,no,yes,10.0,1984.0,0.0,400000.0,10.0,2013,29.0,2.3978952727983707,12.899222326086994,2013,0.0,0.0,,,
no,no,no,yes,5.0,,0.0,,0.0,2013,,1.791759469228055,,2013,0.0,0.0,,,
no,no,no,no,25.0,2002.0,0.0,3000000.0,,2013,11.0,3.258096538021482,14.914123179965662,2013,0.0,0.0,,,
no,no,no,yes,15.0,1990.0,0.0,13000000.0,,2013,23.0,2.772588722239781,16.380459992348886,2013,0.0,0.0,,,
no,no,no,no,15.0,2003.0,0.0,2000000.0,,2013,10.0,2.772588722239781,14.508658238524095,2013,0.0,0.0,,,
no,no,no,no,20.0,1979.0,0.0,10862000.0,,2013,34.0,3.044522437723423,16.200781109641,2013,0.0,0.0,,,
no,no,no,yes,22.0,1998.0,0.0,3000000.0,,2013,15.0,3.1354942159291497,14.914123179965662,2013,0.0,0.0,,,
no,no,,yes,8.0,2004.0,0.0,3000000.0,,2013,9.0,2.1972245773362196,14.914123179965662,2013,0.0,0.0,,,
no,no,no,no,49.0,2001.0,0.0,,0.0,2013,12.0,3.912023005428146,,2013,0.0,0.0,,,
no,no,yes,yes,20.0,1989.0,0.0,13900000.0,0.0,2013,24.0,3.044522437723423,16.447399470043365,2013,0.0,0.0,,,
no,no,no,yes,7.0,2006.0,0.0,,0.0,2013,7.0,2.0794415416798357,,2013,0.0,0.0,,,
no,no,yes,,90.0,2010.0,0.0,,0.0,2013,3.0,4.51085950651685,,2013,0.0,0.0,,,
no,no,no,no,35.0,1989.0,0.0,38000000.0,,2013,24.0,3.58351893845611,17.453096744006448,2013,0.0,0.0,,,
no,no,no,yes,25.0,2001.0,0.0,5000000.0,,2013,12.0,3.258096538021482,15.424948670398354,2013,0.0,0.0,,,
no,no,no,no,13.0,2002.0,0.0,2000000.0,,2013,11.0,2.6390573296152584,14.508658238524095,2013,0.0,0.0,,,
no,no,no,no,45.0,1987.0,0.0,120000.0,50.0,2013,26.0,3.828641396489095,11.695255355062795,2013,0.0,0.0,,,
no,no,no,yes,90.0,1998.0,0.0,35000000.0,5.0,2013,15.0,4.51085950651685,17.370858648025116,2013,0.0,0.0,,,
no,no,no,yes,35.0,2006.0,0.0,,0.0,2013,7.0,3.58351893845611,,2013,0.0,0.0,,,
yes,yes,no,yes,9.0,2000.0,0.0,,0.0,2013,13.0,2.302585092994046,,2013,1.0,1.0,,,
no,no,no,yes,23.0,1996.0,0.0,14831500.0,2.0,2013,17.0,3.1780538303479458,16.51226392274825,2013,0.0,0.0,,,
no,no,no,no,215.0,2009.0,30.0,21000000.0,0.0,2013,4.0,5.375278407684165,16.860033043306743,2013,0.0,0.0,,,
no,no,,no,6.0,1974.0,0.0,,20.0,2013,39.0,1.9459101490553132,,2013,0.0,0.0,,,
no,no,no,no,9.0,1982.0,0.0,1343813.0,5.0,2013,31.0,2.302585092994046,14.111022397630913,2013,0.0,0.0,,,
no,no,,yes,14.0,1982.0,0.0,,,2013,31.0,2.70805020110221,,2013,0.0,0.0,,,
no,no,,no,12.0,1974.0,0.0,500000.0,10.0,2013,39.0,2.5649493574615367,13.122365377402328,2013,0.0,0.0,,,
no,no,no,no,20.0,1971.0,0.0,600000.0,20.0,2013,42.0,3.044522437723423,13.304686600863562,2013,0.0,0.0,,,
no,no,no,no,10.0,1985.0,0.0,250000.0,10.0,2013,28.0,2.3978952727983707,12.429220196836383,2013,0.0,0.0,,,
yes,yes,,no,18.0,1988.0,0.0,1410100.0,30.0,2013,25.0,2.9444389791664403,14.159171890994632,2013,1.0,1.0,,,
no,yes,yes,no,6.0,1972.0,0.0,500000.0,0.0,2013,41.0,1.9459101490553132,13.122365377402328,2013,0.0,1.0,,,
yes,yes,,no,17.0,1986.0,0.0,5000000.0,10.0,2013,27.0,2.8903717578961645,15.424948670398354,2013,1.0,1.0,,,
no,no,yes,yes,280.0,,0.0,,,2013,,5.638354669333745,,2013,0.0,0.0,,,
yes,yes,no,,8.0,1979.0,0.0,3580110.0,50.0,2013,34.0,2.1972245773362196,15.090904363482812,2013,1.0,1.0,,,
no,no,,no,1000.0,1962.0,0.0,12765445.0,10.0,2013,51.0,6.90875477931522,16.36225254733447,2013,0.0,0.0,,,
no,no,no,yes,233.0,1985.0,0.0,20816594.0,0.0,2013,28.0,5.455321115357702,16.85126106310762,2013,0.0,0.0,,,
no,no,yes,yes,180.0,1992.0,0.0,6500000.0,,2013,21.0,5.198497031265826,15.687312888712007,2013,0.0,0.0,,,
yes,yes,no,yes,100.0,1936.0,0.0,11985460.0,,2013,77.0,4.61512051684126,16.299204889858473,2013,1.0,1.0,,,
no,no,no,yes,27.0,2001.0,0.0,600000.0,0.0,2013,12.0,3.332204510175204,13.304686600863562,2013,0.0,0.0,,,
yes,no,no,yes,3000.0,1989.0,100.0,,,2013,24.0,8.006700845440367,,2013,1.0,0.0,,,
no,no,,yes,73.0,1982.0,0.0,15000000.0,0.0,2013,31.0,4.30406509320417,16.52356082573315,2013,0.0,0.0,,,
no,no,no,no,115.0,1996.0,0.0,2300000.0,0.0,2013,17.0,4.7535901911063645,14.648420115681892,2013,0.0,0.0,,,
,no,,no,77.0,,0.0,,0.0,2013,,4.356708826689592,,2013,,0.0,,,
yes,no,,yes,42.0,2006.0,0.0,25000000.0,0.0,2013,7.0,3.7612001156935624,17.034386422832473,2013,1.0,0.0,,,
no,yes,no,no,200.0,1995.0,0.0,75000000.0,70.0,2013,18.0,5.303304908059076,18.132998684833918,2013,0.0,1.0,,,
no,no,,no,200.0,1969.0,0.0,,0.0,2013,44.0,5.303304908059076,,2013,0.0,0.0,,,
no,no,no,yes,5.0,1952.0,0.0,,0.0,2013,61.0,1.791759469228055,,2013,0.0,0.0,,,
no,no,no,,1415.0,1964.0,0.0,172222000.0,5.0,2013,49.0,7.255591274253665,18.964294906024392,2013,0.0,0.0,,,
no,no,no,no,5.0,1964.0,0.0,1000000.0,75.0,2013,49.0,1.791759469228055,13.815511557963774,2013,0.0,0.0,,,
no,no,,yes,130.0,1967.0,100.0,7681526.0,0.0,2013,46.0,4.875197323201151,15.854328913485164,2013,0.0,0.0,,,
no,no,,yes,15.0,1974.0,0.0,1264000.0,0.0,2013,39.0,2.772588722239781,14.049792644827868,2013,0.0,0.0,,,
no,no,,no,105.0,1990.0,0.0,,0.0,2013,23.0,4.663439094112067,,2013,0.0,0.0,,,
yes,no,yes,no,450.0,1992.0,0.0,155000000.0,,2013,21.0,6.111467339502679,18.858935681335133,2013,1.0,0.0,,,
yes,yes,no,yes,414.0,1979.0,0.0,14380000.0,5.0,2013,34.0,6.028278520230698,16.481348979798202,2013,1.0,1.0,,,
yes,no,,no,540.0,1979.0,0.0,130000000.0,,2013,34.0,6.293419278846481,18.683045016112164,2013,1.0,0.0,,,
no,no,,yes,60.0,1942.0,0.0,,3.0,2013,71.0,4.110873864173311,,2013,0.0,0.0,,,
no,no,,no,250.0,1976.0,100.0,28000000.0,,2013,37.0,5.5254529391317835,17.147715103853763,2013,0.0,0.0,,,
no,no,no,no,3676.0,1997.0,100.0,,0.0,2013,16.0,8.209852481301272,,2013,0.0,0.0,,,
no,no,,yes,403.0,1977.0,0.0,110000000.0,5.0,2013,36.0,6.0014148779611505,18.5159909328476,2013,0.0,0.0,,,
no,no,,yes,800.0,1977.0,0.0,191537119.0,10.0,2013,36.0,6.68586094706836,19.070592185920898,2013,0.0,0.0,,,
no,no,no,no,120.0,2011.0,0.0,,7.0,2013,2.0,4.795790545596741,,2013,0.0,0.0,,,
no,no,no,no,610.0,1960.0,0.0,31700000.0,0.0,2013,53.0,6.415096959171596,17.27182727039325,2013,0.0,0.0,,,
yes,yes,yes,no,170.0,1983.0,0.0,83400000.0,1.0,2013,30.0,5.14166355650266,18.239158879319383,2013,1.0,1.0,,,
no,no,no,no,35.0,2003.0,100.0,1200000.0,10.0,2013,10.0,3.58351893845611,13.997832948091215,2013,0.0,0.0,,,
yes,yes,no,no,122.0,1987.0,0.0,54230000.0,5.0,2013,26.0,4.812184355372417,17.808744837257223,2013,1.0,1.0,,,
no,no,no,yes,35.0,1990.0,0.0,27000000.0,,2013,23.0,3.58351893845611,17.11134746100564,2013,0.0,0.0,,,
no,no,no,no,170.0,1998.0,0.0,1500000.0,10.0,2013,15.0,5.14166355650266,14.220976332738882,2013,0.0,0.0,,,
yes,yes,yes,no,106.0,1976.0,0.0,37920376.0,1.0,2013,37.0,4.672828834461906,17.450999177284796,2013,1.0,1.0,,,
no,no,no,no,125.0,1986.0,0.0,15600000.0,0.0,2013,27.0,4.836281906951478,16.562781536322326,2013,0.0,0.0,,,
no,no,no,yes,185.0,1896.0,0.0,72770438.0,2.0,2013,117.0,5.225746673713202,18.102820373010857,2013,0.0,0.0,,,
yes,yes,no,no,29.0,1978.0,0.0,19704487.0,0.0,2013,35.0,3.4011973816621555,16.79635698502069,2013,1.0,1.0,,,
yes,no,no,no,200.0,2006.0,40.0,30000000.0,10.0,2013,7.0,5.303304908059076,17.216707972959764,2013,1.0,0.0,,,
no,no,no,no,95.0,1998.0,0.0,11000000.0,10.0,2013,15.0,4.564348191467836,16.213405921671733,2013,0.0,0.0,,,
no,no,no,no,15.0,1998.0,10.0,32000000.0,10.0,2013,15.0,2.772588722239781,17.281246492014,2013,0.0,0.0,,,
no,no,no,no,150.0,2001.0,0.0,3000000.0,0.0,2013,12.0,5.017279836814924,14.914123179965662,2013,0.0,0.0,,,
no,no,yes,no,156.0,1946.0,0.0,26789259.0,2.0,2013,67.0,5.056245805348308,17.103511618892185,2013,0.0,0.0,,,
yes,no,no,yes,35.0,1990.0,0.0,27000000.0,,2013,23.0,3.58351893845611,17.11134746100564,2013,1.0,0.0,,,
no,no,,yes,7.0,1999.0,0.0,1000000.0,,2013,14.0,2.0794415416798357,13.815511557963774,2013,0.0,0.0,,,
no,no,no,yes,15.0,1999.0,0.0,250000.0,0.0,2013,14.0,2.772588722239781,12.429220196836383,2013,0.0,0.0,,,
no,no,no,no,50.0,1990.0,0.0,200000000.0,1.0,2013,23.0,3.9318256327243257,19.11382792951231,2013,0.0,0.0,,,
no,no,no,no,7.0,2009.0,0.0,1400000.0,10.0,2013,4.0,2.0794415416798357,14.151983508870947,2013,0.0,0.0,,,
no,no,no,yes,60.0,1981.0,0.0,2000000.0,20.0,2013,32.0,4.110873864173311,14.508658238524095,2013,0.0,0.0,,,
no,no,no,no,27.0,1994.0,0.0,1200000.0,2.0,2013,19.0,3.332204510175204,13.997832948091215,2013,0.0,0.0,,,
no,no,no,yes,7.0,2000.0,0.0,162000.0,10.0,2013,13.0,2.0794415416798357,11.995357787034976,2013,0.0,0.0,,,
no,no,no,no,22.0,2008.0,0.0,37000000.0,7.0,2013,5.0,3.1354942159291497,17.426428497635523,2013,0.0,0.0,,,
no,no,,no,70.0,1995.0,0.0,8000000.0,,2013,18.0,4.2626798770413155,15.894952224644102,2013,0.0,0.0,,,
no,no,no,no,8.0,2002.0,0.0,500000.0,0.0,2013,11.0,2.1972245773362196,13.122365377402328,2013,0.0,0.0,,,
no,no,no,yes,30.0,1989.0,0.0,6000000.0,,2013,24.0,3.4339872044851463,15.607270193858982,2013,0.0,0.0,,,
no,no,no,no,750.0,1974.0,0.0,150000000.0,,2013,39.0,6.621405651764134,18.826145858727198,2013,0.0,0.0,,,
no,no,,no,140.0,1979.0,0.0,22350000.0,,2013,34.0,4.948759890378168,16.92233692376658,2013,0.0,0.0,,,
no,no,no,yes,250.0,1980.0,0.0,12250000.0,,2013,33.0,5.5254529391317835,16.32103657658766,2013,0.0,0.0,,,
no,no,no,no,60.0,1982.0,0.0,8000000.0,,2013,31.0,4.110873864173311,15.894952224644102,2013,0.0,0.0,,,
no,no,no,yes,14.0,1997.0,0.0,5000000.0,,2013,16.0,2.70805020110221,15.424948670398354,2013,0.0,0.0,,,
no,no,,no,130.0,1998.0,0.0,15000000.0,,2013,15.0,4.875197323201151,16.52356082573315,2013,0.0,0.0,,,
no,no,no,no,6.0,1980.0,0.0,1000000.0,,2013,33.0,1.9459101490553132,13.815511557963774,2013,0.0,0.0,,,
no,no,no,no,120.0,1989.0,0.0,11000000.0,,2013,24.0,4.795790545596741,16.213405921671733,2013,0.0,0.0,,,
no,no,no,no,120.0,1991.0,0.0,5000000.0,,2013,22.0,4.795790545596741,15.424948670398354,2013,0.0,0.0,,,
no,no,no,yes,20.0,1983.0,0.0,3000000.0,,2013,30.0,3.044522437723423,14.914123179965662,2013,0.0,0.0,,,
no,no,no,no,300.0,1952.0,0.0,91201000.0,1.0,2013,61.0,5.707110264748875,18.328576430861517,2013,0.0,0.0,,,
no,no,no,no,28.0,1999.0,0.0,25000000.0,0.0,2013,14.0,3.367295829986474,17.034386422832473,2013,0.0,0.0,,,
no,yes,no,no,280.0,2008.0,0.0,,0.0,2013,5.0,5.638354669333745,,2013,0.0,1.0,,,
no,no,no,no,15.0,1990.0,0.0,1000000.0,0.0,2013,23.0,2.772588722239781,13.815511557963774,2013,0.0,0.0,,,
no,no,no,no,6.0,2001.0,0.0,900000.0,0.0,2013,12.0,1.9459101490553132,13.710151153416941,2013,0.0,0.0,,,
no,no,,no,6.0,1960.0,0.0,600000.0,0.0,2013,53.0,1.9459101490553132,13.304686600863562,2013,0.0,0.0,,,
no,no,,no,20.0,1958.0,0.0,420000.0,0.0,2013,55.0,3.044522437723423,12.948012371209098,2013,0.0,0.0,,,
no,no,no,no,20.0,1980.0,0.0,650000.0,5.0,2013,33.0,3.044522437723423,13.384729180332174,2013,0.0,0.0,,,
yes,no,no,no,250.0,2003.0,0.0,,0.0,2013,10.0,5.5254529391317835,,2013,1.0,0.0,,,
no,no,no,yes,806.0,1963.0,,157000000.0,1.0,2013,50.0,6.693323668269949,18.871756369682007,2013,0.0,0.0,,,
no,no,no,no,150.0,2004.0,0.0,20000000.0,10.0,2013,9.0,5.017279836814924,16.811242881518265,2013,0.0,0.0,,,
no,no,no,yes,45.0,2006.0,0.0,9037422.0,,2013,7.0,3.828641396489095,16.016884625357537,2013,0.0,0.0,,,
no,no,no,no,320.0,1995.0,0.0,29663000.0,1.0,2013,18.0,5.771441123130016,17.205411069596163,2013,0.0,0.0,,,
no,no,yes,no,113.0,1992.0,0.0,34327220.0,0.0,2013,21.0,4.736198448394496,17.35144921255052,2013,0.0,0.0,,,
yes,no,no,,106.0,1962.0,0.0,14000000.0,90.0,2013,51.0,4.672828834461906,16.454567959008102,2013,1.0,0.0,,,
no,no,yes,no,6.0,1978.0,0.0,11432140.0,0.0,2013,35.0,1.9459101490553132,16.25193933231564,2013,0.0,0.0,,,
yes,yes,no,no,180.0,1976.0,0.0,,0.0,2013,37.0,5.198497031265826,,2013,1.0,1.0,,,
no,no,no,yes,21.0,1982.0,0.0,700000.0,0.0,2013,31.0,3.091042453358316,13.45883704259595,2013,0.0,0.0,,,
no,no,no,no,50.0,1988.0,0.0,,5.0,2013,25.0,3.9318256327243257,,2013,0.0,0.0,,,
no,no,no,no,30.0,1995.0,0.0,14650000.0,0.0,2013,18.0,3.4339872044851463,16.499950961686732,2013,0.0,0.0,,,
no,no,no,no,13.0,1998.0,0.0,2820000.0,,2013,15.0,2.6390573296152584,14.852247797524162,2013,0.0,0.0,,,
no,no,no,no,20.0,2003.0,0.0,2000000.0,,2013,10.0,3.044522437723423,14.508658238524095,2013,0.0,0.0,,,
yes,no,,yes,45.0,2006.0,0.0,20000000.0,1.0,2013,7.0,3.828641396489095,16.811242881518265,2013,1.0,0.0,,,
no,no,no,no,15.0,1989.0,0.0,12900000.0,0.0,2013,24.0,2.772588722239781,16.372737946851277,2013,0.0,0.0,,,
no,no,yes,no,50.0,1993.0,0.0,12932501.0,0.0,2013,20.0,3.9318256327243257,16.375254235508937,2013,0.0,0.0,,,
no,no,yes,no,29.0,1992.0,0.0,11920013.0,0.0,2013,21.0,3.4011973816621555,16.293729394097433,2013,0.0,0.0,,,
no,no,no,yes,4000.0,1934.0,0.0,350000.0,50.0,2013,79.0,8.294299608857235,12.765691290604371,2013,0.0,0.0,,,
no,no,no,no,8.0,1981.0,0.0,8520932.0,0.0,2013,32.0,2.1972245773362196,15.958036399852293,2013,0.0,0.0,,,
no,no,yes,no,270.0,1986.0,0.0,58000000.0,2.0,2013,27.0,5.602118820879701,17.87595358575207,2013,0.0,0.0,,,
yes,no,yes,no,26.0,1995.0,0.0,13183366.0,2.0,2013,18.0,3.295836866004329,16.394466517236022,2013,1.0,0.0,,,
yes,no,,no,42.0,1992.0,0.0,220000000.0,0.0,2013,21.0,3.7612001156935624,19.20913810886209,2013,1.0,0.0,,,
no,no,no,yes,35.0,1980.0,0.0,250000.0,10.0,2013,33.0,3.58351893845611,12.429220196836383,2013,0.0,0.0,,,
no,no,no,yes,150.0,1977.0,0.0,2000000.0,0.0,2013,36.0,5.017279836814924,14.508658238524095,2013,0.0,0.0,,,
yes,yes,no,no,130.0,1977.0,0.0,15000000.0,0.0,2013,36.0,4.875197323201151,16.52356082573315,2013,1.0,1.0,,,
no,no,no,no,15.0,2002.0,0.0,2000000.0,10.0,2013,11.0,2.772588722239781,14.508658238524095,2013,0.0,0.0,,,
yes,no,no,no,44.0,1998.0,0.0,750000.0,0.0,2013,15.0,3.8066624897703196,13.527829818844937,2013,1.0,0.0,,,
no,yes,,no,1502.0,1989.0,0.0,1929007814.0,0.0,2013,24.0,7.315218389752975,21.380271622183724,2013,0.0,1.0,,,
no,no,no,no,15.0,1998.0,0.0,2000000.0,0.0,2013,15.0,2.772588722239781,14.508658238524095,2013,0.0,0.0,,,
yes,no,no,yes,150.0,1979.0,0.0,20000000.0,2.0,2013,34.0,5.017279836814924,16.811242881518265,2013,1.0,0.0,,,
yes,no,no,no,2600.0,1947.0,0.0,320000000.0,0.0,2013,66.0,7.8636512654486515,19.583831556883045,2013,1.0,0.0,,,
no,no,no,no,22.0,2006.0,0.0,950000.0,5.0,2013,7.0,3.1354942159291497,13.76421831620775,2013,0.0,0.0,,,
no,no,no,,10.0,1942.0,0.0,10395345.0,0.0,2013,71.0,2.3978952727983707,16.156868763953593,2013,0.0,0.0,,,
no,no,no,no,6.0,2000.0,0.0,70000.0,0.0,2013,13.0,1.9459101490553132,11.156264806643742,2013,0.0,0.0,,,
no,no,no,yes,8.0,2007.0,0.0,160000.0,20.0,2013,6.0,2.1972245773362196,11.982935344196433,2013,0.0,0.0,,,
no,no,no,no,7.0,1987.0,0.0,800000.0,70.0,2013,26.0,2.0794415416798357,13.592368256649284,2013,0.0,0.0,,,
no,no,no,no,12.0,2006.0,0.0,200000.0,5.0,2013,7.0,2.5649493574615367,12.206077645517674,2013,0.0,0.0,,,
no,no,no,no,8.0,1952.0,0.0,130000.0,2.0,2013,61.0,2.1972245773362196,11.775297421715827,2013,0.0,0.0,,,
no,no,yes,,32.0,1982.0,0.0,800000.0,40.0,2013,31.0,3.4965075614664802,13.592368256649284,2013,0.0,0.0,,,
no,no,,no,5.0,2003.0,0.0,725060.0,0.0,2013,10.0,1.791759469228055,13.494011068228449,2013,0.0,0.0,,,
no,no,yes,,9.0,2000.0,0.0,120000.0,10.0,2013,13.0,2.302585092994046,11.695255355062795,2013,0.0,0.0,,,
no,no,no,yes,10.0,1965.0,0.0,50000.0,10.0,2013,48.0,2.3978952727983707,10.819798284210286,2013,0.0,0.0,,,
no,no,,yes,9.0,1965.0,0.0,150000.0,30.0,2013,48.0,2.302585092994046,11.918397239722838,2013,0.0,0.0,,,
no,no,no,no,5.0,1990.0,0.0,15000.0,10.0,2013,23.0,1.791759469228055,9.61587214452889,2013,0.0,0.0,,,
no,no,no,no,7.0,1970.0,0.0,200000.0,10.0,2013,43.0,2.0794415416798357,12.206077645517674,2013,0.0,0.0,,,
no,no,,yes,9.0,1992.0,0.0,50000.0,5.0,2013,21.0,2.302585092994046,10.819798284210286,2013,0.0,0.0,,,
no,no,no,yes,6.0,1980.0,0.0,75000.0,5.0,2013,33.0,1.9459101490553132,11.225256725762893,2013,0.0,0.0,,,
no,no,no,,18.0,1983.0,0.0,40000.0,10.0,2013,30.0,2.9444389791664403,10.596659732783579,2013,0.0,0.0,,,
no,no,no,no,7.0,1950.0,0.0,150000.0,10.0,2013,63.0,2.0794415416798357,11.918397239722838,2013,0.0,0.0,,,
no,no,no,yes,18.0,1980.0,0.0,8000000.0,5.0,2013,33.0,2.9444389791664403,15.894952224644102,2013,0.0,0.0,,,
no,no,no,yes,5.0,2008.0,0.0,400000.0,30.0,2013,5.0,1.791759469228055,12.899222326086994,2013,0.0,0.0,,,
no,no,no,yes,5.0,2012.0,0.0,1000000.0,40.0,2013,1.0,1.791759469228055,13.815511557963774,2013,0.0,0.0,,,
no,no,yes,yes,3.0,2012.0,0.0,200000.0,0.0,2013,1.0,1.3862943611198906,12.206077645517674,2013,0.0,0.0,,,
yes,yes,yes,no,12.0,1998.0,0.0,4000000.0,10.0,2013,15.0,2.5649493574615367,15.201805169084134,2013,1.0,1.0,,,
no,no,no,yes,40.0,2000.0,0.0,50000000.0,10.0,2013,13.0,3.713572066704308,17.72753358339242,2013,0.0,0.0,,,
yes,no,yes,no,13.0,1982.0,0.0,4000000.0,0.0,2013,31.0,2.6390573296152584,15.201805169084134,2013,1.0,0.0,,,
no,no,no,no,10.0,2009.0,0.0,400000.0,40.0,2013,4.0,2.3978952727983707,12.899222326086994,2013,0.0,0.0,,,
no,no,yes,yes,12.0,1993.0,0.0,4000000.0,0.0,2013,20.0,2.5649493574615367,15.201805169084134,2013,0.0,0.0,,,
no,no,,no,6.0,2004.0,0.0,7000000.0,60.0,2013,9.0,1.9459101490553132,15.76142084987672,2013,0.0,0.0,,,
no,no,yes,no,11.0,2001.0,0.0,45000.0,10.0,2013,12.0,2.4849066497880004,10.714439990727769,2013,0.0,0.0,,,
no,no,yes,no,10.0,1990.0,0.0,130000.0,0.0,2013,23.0,2.3978952727983707,11.775297421715827,2013,0.0,0.0,,,
no,no,,no,5.0,1986.0,0.0,463000.0,0.0,2013,27.0,1.791759469228055,13.045484492893253,2013,0.0,0.0,,,
no,no,no,no,40.0,1986.0,0.0,800000.0,10.0,2013,27.0,3.713572066704308,13.592368256649284,2013,0.0,0.0,,,
no,no,no,no,15.0,1980.0,0.0,1500000.0,15.0,2013,33.0,2.772588722239781,14.220976332738882,2013,0.0,0.0,,,
no,no,no,no,45.0,2005.0,0.0,850000.0,5.0,2013,8.0,3.828641396489095,13.652992804936396,2013,0.0,0.0,,,
no,no,no,,30.0,1987.0,0.0,2000000.0,10.0,2013,26.0,3.4339872044851463,14.508658238524095,2013,0.0,0.0,,,
no,no,no,no,7.0,1990.0,100.0,,0.0,2013,23.0,2.0794415416798357,,2013,0.0,0.0,,,
no,no,no,no,9.0,1975.0,0.0,35000.0,0.0,2013,38.0,2.302585092994046,10.463131911491967,2013,0.0,0.0,,,
no,no,,yes,9.0,1988.0,100.0,650000.0,0.0,2013,25.0,2.302585092994046,13.384729180332174,2013,0.0,0.0,,,
no,no,,,10.0,1989.0,0.0,,15.0,2013,24.0,2.3978952727983707,,2013,0.0,0.0,,,
yes,no,no,yes,12.0,1954.0,0.0,2000000.0,2.0,2013,59.0,2.5649493574615367,14.508658238524095,2013,1.0,0.0,,,
no,no,no,no,15.0,1984.0,0.0,1150000.0,10.0,2013,29.0,2.772588722239781,13.955273369904273,2013,0.0,0.0,,,
no,no,no,no,40.0,2012.0,0.0,100000.0,50.0,2013,1.0,3.713572066704308,11.51293546492023,2013,0.0,0.0,,,
no,no,no,no,30.0,2008.0,0.0,1080000.0,5.0,2013,5.0,3.4339872044851463,13.8924725250259,2013,0.0,0.0,,,
no,no,no,yes,15.0,2008.0,0.0,250000.0,5.0,2013,5.0,2.772588722239781,12.429220196836383,2013,0.0,0.0,,,
no,no,no,no,6.0,2006.0,0.0,200000.0,0.0,2013,7.0,1.9459101490553132,12.206077645517674,2013,0.0,0.0,,,
yes,no,no,,6.0,1948.0,0.0,700000.0,10.0,2013,65.0,1.9459101490553132,13.45883704259595,2013,1.0,0.0,,,
no,no,yes,yes,15.0,1998.0,0.0,1500000.0,0.0,2013,15.0,2.772588722239781,14.220976332738882,2013,0.0,0.0,,,
no,no,no,no,10.0,1986.0,0.0,25000.0,0.0,2013,27.0,2.3978952727983707,10.12667110305036,2013,0.0,0.0,,,
no,no,no,no,120.0,1963.0,0.0,8000000.0,10.0,2013,50.0,4.795790545596741,15.894952224644102,2013,0.0,0.0,,,
no,no,,no,28.0,1972.0,0.0,1000000.0,5.0,2013,41.0,3.367295829986474,13.815511557963774,2013,0.0,0.0,,,
no,no,no,yes,20.0,1983.0,0.0,2000000.0,20.0,2013,30.0,3.044522437723423,14.508658238524095,2013,0.0,0.0,,,
